332 : -2.45114
253 : -2.5148
293 : -2.41361
267 : -2.62784
311 : -2.36105
346 : -2.34277
282 : -2.4946
174 : -5.05369
396 : -2.35903
153 : -6.50578
7 : -4.39855
297 : -2.41554
255 : -2.50738
56 : -8.64557
17 : -6.76256
166 : -5.23018
205 : -3.00149
289 : -2.44927
224 : -2.91101
338 : -2.40594
345 : -2.36156
200 : -3.12326
310 : -2.38258
216 : -2.93759
384 : -2.51342
254 : -2.50738
107 : -3.21752
13 : -2.854
71 : -5.22208
99 : -5.99535
320 : -2.48529
201 : -3.11583
83 : -3.51107
288 : -2.46006
51 : -4.24587
208 : -2.94506
389 : -2.47838
59 : -3.17387
363 : -2.31803
141 : -5.82767
347 : -2.30717
178 : -2.1556
181 : -3.08858
256 : -2.52657
182 : -3.04975
50 : -5.60782
243 : -2.50191
149 : -2.28227
212 : -2.95915
23 : -8.78634
198 : -3.13216
361 : -2.37948
177 : -2.97419
366 : -2.08883
25 : -13.7779
167 : -5.23018
69 : -5.19145
398 : -2.38052
38 : -11.6755
197 : -3.13216
354 : -2.36029
319 : -2.48529
32 : -14.9099
226 : -2.92267
47 : -3.9966
387 : -2.47838
196 : -3.17369
44 : -9.93997
231 : -2.50316
285 : -2.43668
351 : -2.36817
132 : -2.63105
260 : -2.55867
374 : -2.21016
105 : -3.86546
232 : -2.50316
339 : -2.38286
328 : -2.45529
115 : -4.24225
147 : -5.41269
248 : -2.49776
356 : -2.31876
150 : -7.50087
54 : -9.25517
137 : -2.62238
124 : -5.93241
127 : -5.88964
37 : -5.91235
143 : -2.43982
290 : -2.45016
266 : -2.6534
108 : -3.66375
10 : -7.76591
62 : -3.72931
159 : -5.77846
190 : -3.19526
160 : -5.77846
270 : -2.55138
265 : -2.63211
128 : -5.66058
395 : -2.35903
39 : -11.4742
36 : -11.254
238 : -2.49822
286 : -2.46536
193 : -3.19108
362 : -2.37107
368 : -2.12111
30 : -13.7212
385 : -2.48146
164 : -5.72203
27 : -24.0502
250 : -2.49252
223 : -2.90409
258 : -2.54789
215 : -2.93764
298 : -2.41053
334 : -2.48167
9 : -4.39855
259 : -2.54789
349 : -2.38747
185 : -5.12579
245 : -2.49863
113 : -8.12219
98 : -5.8357
206 : -2.97237
294 : -2.41335
301 : -2.40787
236 : -2.49822
97 : -6.80939
170 : -3.87193
29 : -14.2333
123 : -5.90608
202 : -3.07693
74 : -4.94388
111 : -3.71068
341 : -2.3882
357 : -2.40783
92 : -4.03184
57 : -4.64944
249 : -2.49252
22 : -8.50921
239 : -2.49955
184 : -3.19969
352 : -2.36817
45 : -6.09687
371 : -2.25097
317 : -2.45969
365 : -2.19853
400 : -2.20153
75 : -5.1853
322 : -2.48529
173 : -3.83864
261 : -2.55867
66 : -5.64164
187 : -3.299
381 : -2.49878
104 : -3.8696
14 : -3.69379
264 : -2.63211
109 : -3.70427
213 : -2.93764
49 : -2.95047
158 : -6.27775
110 : -3.70956
284 : -2.45206
151 : -6.41145
229 : -4.58428
242 : -2.50191
135 : -2.61591
4 : -1.38629
31 : -8.41783
11 : -3.03125
195 : -3.19108
304 : -2.4151
33 : -15.8394
220 : -2.89953
277 : -2.52711
263 : -2.64668
116 : -4.10258
52 : -4.29218
271 : -2.53217
152 : -6.50578
175 : -5.05369
2 : -1.38629
192 : -3.22963
18 : -5.70034
157 : -6.50578
80 : -3.44786
82 : -3.56193
307 : -2.39297
257 : -2.55122
86 : -3.67023
251 : -2.49252
211 : -2.95685
323 : -2.48529
169 : -3.90171
189 : -3.19526
330 : -2.45529
214 : -2.93764
331 : -2.44796
12 : -3.03125
79 : -3.31476
373 : -2.23114
131 : -2.65901
358 : -2.42276
397 : -2.35894
24 : -11.1599
114 : -5.70071
394 : -2.3095
273 : -2.5039
281 : -2.51035
227 : -6.07968
203 : -3.03457
237 : -2.49822
91 : -4.13514
399 : -2.20153
291 : -2.46628
392 : -2.32416
235 : -2.5001
278 : -2.52711
5 : -2.27009
161 : -5.77846
303 : -2.42362
305 : -2.41163
252 : -2.50353
370 : -2.09432
48 : -3.05987
376 : -2.2751
207 : -2.97237
314 : -2.38777
324 : -2.48529
183 : -3.19969
204 : -3.00149
379 : -2.56995
144 : -5.53069
89 : -4.15717
240 : -2.50191
359 : -2.37255
85 : -3.51885
388 : -2.47838
380 : -2.52676
191 : -3.19526
118 : -4.08287
16 : -5.30151
228 : -5.90967
309 : -2.39287
43 : -18.2113
68 : -5.18372
155 : -6.50578
262 : -2.65904
268 : -2.6116
42 : -10.369
73 : -4.99371
350 : -2.37028
96 : -3.07247
129 : -2.78132
41 : -11.9875
87 : -4.2372
20 : -7.61512
101 : -7.83507
163 : -5.72203
340 : -2.3724
53 : -9.68324
122 : -4.12695
241 : -2.50191
313 : -2.3908
154 : -6.50578
296 : -2.41676
15 : -3.82579
40 : -11.5806
3 : -1.38629
272 : -2.53741
353 : -2.31645
274 : -2.5039
63 : -8.76548
6 : -2.27009
162 : -5.77846
360 : -2.40084
142 : -5.4726
327 : -2.47671
139 : -2.50519
348 : -4.03392
70 : -5.27537
34 : -10.9671
378 : -2.49094
176 : -5.16064
329 : -2.45529
382 : -2.5068
308 : -2.40475
